conditions,output_term,defect_probability,samples,weighted_samples,depth,path_sample_count,average_membership,minimum_membership,feature_score_details,source_rules,source_rule_count,rule_id,rule_text,rule_weight,rule_support,rule_certainty,conditions_text
"{'b': 'Low', 'lOBlank': 'Low', 'loc': 'Medium', 'v_g': 'Medium'}",Medium,0.40764149399647764,338,331.1983443753965,7,338,0.812298214990766,0.5463092275052306,"{'loc': {'lower': 0.03602169267833233, 'upper': 0.09129055216908455, 'selected_term': 'Medium', 'selected_membership': 0.6020920700743605, 'sample_count': 271, 'mapping_status': None, 'all_memberships': {'Low': 0.3938877386563965, 'Medium': 0.6020920700743605, 'High': 0.004020191269243085}}, 'v_g': {'lower': 0.03654571250081062, 'upper': None, 'selected_term': 'Medium', 'selected_membership': 0.5946834979376638, 'sample_count': 271, 'mapping_status': None, 'all_memberships': {'Low': 0.09025698145717781, 'Medium': 0.5946834979376638, 'High': 0.3150595206051583}}, 'b': {'lower': None, 'upper': 0.003442299785092473, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 271, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'lOBlank': {'lower': None, 'upper': 0.045515356585383415, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 271, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}}","[{'output_term': 'Medium', 'defect_probability': 0.35564380836208176, 'samples': 271, 'weighted_samples': 262.57183294729913, 'depth': 7}, {'output_term': 'Medium', 'defect_probability': 0.6065897917013036, 'samples': 67, 'weighted_samples': 68.62651142809739, 'depth': 7}]",2,11,IF (b IS Low) AND (lOBlank IS Low) AND (loc IS Medium) AND (v_g IS Medium) THEN (Risk IS Medium) WEIGHT 0.1417,0.14168716892289565,0.23919158328428414,0.5923585060035224,b IS Low AND lOBlank IS Low AND loc IS Medium AND v_g IS Medium
"{'b': 'Low', 'ev_g': 'High', 'loc': 'High', 'v_g': 'High'}",High,0.9039665944072492,290,318.61988705191305,6,290,0.9587214388019165,0.8448275862068966,"{'loc': {'lower': 0.2502959072589874, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 290, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}, 'v_g': {'lower': 0.21172580122947693, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 290, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}, 'ev_g': {'lower': 0.061987048014998436, 'upper': None, 'selected_term': 'High', 'selected_membership': 0.990058169000769, 'sample_count': 290, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.009941830999230988, 'High': 0.990058169000769}}, 'b': {'lower': None, 'upper': 0.15277396887540817, 'selected_term': 'Low', 'selected_membership': 0.8448275862068966, 'sample_count': 290, 'mapping_status': None, 'all_memberships': {'Low': 0.8448275862068966, 'Medium': 0.010832576014592572, 'High': 0.14433983777851084}}}","[{'output_term': 'High', 'defect_probability': 0.9039665944072492, 'samples': 290, 'weighted_samples': 318.61988705191305, 'depth': 6}]",1,12,IF (b IS Low) AND (ev_g IS High) AND (loc IS High) AND (v_g IS High) THEN (Risk IS High) WEIGHT 0.2080,0.20800941730429617,0.230107416127133,0.9039665944072492,b IS Low AND ev_g IS High AND loc IS High AND v_g IS High
"{'b': 'Low', 'lOBlank': 'Low', 'loc': 'Low'}",High,1.0,177,199.1400271677606,6,177,0.8361247699906547,0.6850183784610527,"{'loc': {'lower': None, 'upper': 0.10606422647833824, 'selected_term': 'Low', 'selected_membership': 0.8147392410999614, 'sample_count': 102, 'mapping_status': None, 'all_memberships': {'Low': 0.8147392410999614, 'Medium': 0.18094962555541635, 'High': 0.004311133344622167}}, 'b': {'lower': 0.006857630796730518, 'upper': None, 'selected_term': 'Low', 'selected_membership': 0.6850183784610527, 'sample_count': 102, 'mapping_status': None, 'all_memberships': {'Low': 0.6850183784610527, 'Medium': 0.24095281796782309, 'High': 0.07402880357112407}}, 'lOBlank': {'lower': 0.022829988971352577, 'upper': 0.04521171934902668, 'selected_term': 'Low', 'selected_membership': 0.7292589776152625, 'sample_count': 102, 'mapping_status': None, 'all_memberships': {'Low': 0.7292589776152625, 'Medium': 0.27074102238473763, 'High': 0.0}}}","[{'output_term': 'High', 'defect_probability': 1.0, 'samples': 28, 'weighted_samples': 31.502377179080824, 'depth': 4}, {'output_term': 'High', 'defect_probability': 1.0, 'samples': 47, 'weighted_samples': 52.8789902648856, 'depth': 6}, {'output_term': 'High', 'defect_probability': 1.0, 'samples': 102, 'weighted_samples': 114.75865972379417, 'depth': 5}]",3,13,IF (b IS Low) AND (lOBlank IS Low) AND (loc IS Low) THEN (Risk IS High) WEIGHT 0.1438,0.14381901118304763,0.14381901118304763,1.0,b IS Low AND lOBlank IS Low AND loc IS Low
"{'b': 'High', 'ev_g': 'Low', 'i': 'High', 'loc': 'High', 'v_g': 'High'}",High,0.7089364351513109,171,179.33144258334178,7,171,0.9276513197619684,0.73671704472569,"{'loc': {'lower': 0.2502959072589874, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 171, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}, 'v_g': {'lower': 0.0013332371599972248, 'upper': None, 'selected_term': 'High', 'selected_membership': 0.73671704472569, 'sample_count': 171, 'mapping_status': None, 'all_memberships': {'Low': 0.01734966286557925, 'Medium': 0.24593329240873077, 'High': 0.73671704472569}}, 'ev_g': {'lower': None, 'upper': 0.0005220413440838456, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 171, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'i': {'lower': 0.20196248590946198, 'upper': 0.5540318787097931, 'selected_term': 'High', 'selected_membership': 0.928340244796685, 'sample_count': 171, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.07165975520331501, 'High': 0.928340244796685}}, 'b': {'lower': None, 'upper': 0.4102581739425659, 'selected_term': 'High', 'selected_membership': 0.9731993092874668, 'sample_count': 171, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.02680069071253317, 'High': 0.9731993092874668}}}","[{'output_term': 'High', 'defect_probability': 0.7089364351513109, 'samples': 171, 'weighted_samples': 179.33144258334178, 'depth': 7}]",1,14,IF (b IS High) AND (ev_g IS Low) AND (i IS High) AND (loc IS High) AND (v_g IS High) THEN (Risk IS High) WEIGHT 0.0918,0.09181665685697415,0.12951324308416648,0.7089364351513109,b IS High AND ev_g IS Low AND i IS High AND loc IS High AND v_g IS High
"{'i': 'High', 'lOBlank': 'Medium', 'loc': 'High', 'locCodeAndComment': 'High'}",High,0.7622985149360415,164,174.15751901730985,6,164,0.6945399897934565,0.5328327676122988,"{'loc': {'lower': 0.10886405408382416, 'upper': 0.2502959072589874, 'selected_term': 'High', 'selected_membership': 0.5328327676122988, 'sample_count': 164, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.4671672323877012, 'High': 0.5328327676122988}}, 'i': {'lower': 0.13954970240592957, 'upper': None, 'selected_term': 'High', 'selected_membership': 0.6318553918660346, 'sample_count': 164, 'mapping_status': None, 'all_memberships': {'Low': 0.0008798156876656134, 'Medium': 0.36726479244629984, 'High': 0.6318553918660346}}, 'lOBlank': {'lower': None, 'upper': 0.15910391509532928, 'selected_term': 'Medium', 'selected_membership': 0.6134717996954928, 'sample_count': 164, 'mapping_status': None, 'all_memberships': {'Low': 0.053066576710926884, 'Medium': 0.6134717996954928, 'High': 0.3334616235935804}}, 'locCodeAndComment': {'lower': 0.1279362514615059, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 164, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}}","[{'output_term': 'High', 'defect_probability': 0.7622985149360415, 'samples': 164, 'weighted_samples': 174.15751901730985, 'depth': 6}]",1,15,IF (i IS High) AND (lOBlank IS Medium) AND (loc IS High) AND (locCodeAndComment IS High) THEN (Risk IS High) WEIGHT 0.0959,0.09587934078869866,0.12577663331371325,0.7622985149360415,i IS High AND lOBlank IS Medium AND loc IS High AND locCodeAndComment IS High
"{'ev_g': 'High', 'loc': 'High', 'v_g': 'High'}",Medium,0.6556598059686989,164,169.87987369680744,5,164,0.8554587152655274,0.7798995190379632,"{'loc': {'lower': 0.2502959072589874, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 164, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}, 'v_g': {'lower': None, 'upper': 0.21172580122947693, 'selected_term': 'High', 'selected_membership': 0.7864766267586193, 'sample_count': 164, 'mapping_status': None, 'all_memberships': {'Low': 0.002947537652481865, 'Medium': 0.21057583558889886, 'High': 0.7864766267586193}}, 'ev_g': {'lower': 0.061987048014998436, 'upper': None, 'selected_term': 'High', 'selected_membership': 0.7798995190379632, 'sample_count': 164, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.22010048096203688, 'High': 0.7798995190379632}}}","[{'output_term': 'Medium', 'defect_probability': 0.6556598059686989, 'samples': 164, 'weighted_samples': 169.87987369680744, 'depth': 5}]",1,16,IF (ev_g IS High) AND (loc IS High) AND (v_g IS High) THEN (Risk IS Medium) WEIGHT 0.0804,0.08044114184814546,0.12268731606827477,0.6556598059686989,ev_g IS High AND loc IS High AND v_g IS High
"{'lOBlank': 'Medium', 'loc': 'Low', 'v_g': 'Low'}",Low,0.18074300365501067,180,168.0689800741057,6,180,0.7331544075823943,0.5844536849337492,"{'loc': {'lower': None, 'upper': 0.10606422647833824, 'selected_term': 'Low', 'selected_membership': 0.5844536849337492, 'sample_count': 180, 'mapping_status': None, 'all_memberships': {'Low': 0.5844536849337492, 'Medium': 0.4103385006619116, 'High': 0.005207814404339269}}, 'v_g': {'lower': None, 'upper': 0.0008576666004955769, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 180, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'lOBlank': {'lower': 0.09084270521998405, 'upper': None, 'selected_term': 'Medium', 'selected_membership': 0.6150095378134335, 'sample_count': 180, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.6150095378134335, 'High': 0.38499046218656663}}}","[{'output_term': 'Low', 'defect_probability': 0.18074300365501067, 'samples': 180, 'weighted_samples': 168.0689800741057, 'depth': 6}]",1,17,IF (lOBlank IS Medium) AND (loc IS Low) AND (v_g IS Low) THEN (Risk IS Low) WEIGHT 0.0994,0.09944099470276585,0.12137948793407828,0.8192569963449894,lOBlank IS Medium AND loc IS Low AND v_g IS Low
"{'b': 'Low', 'lOBlank': 'Medium', 'loc': 'Low', 'v_g': 'Low'}",Medium,0.40872847763469333,132,129.37437237281736,6,132,0.9066550838127008,0.719084846504932,"{'loc': {'lower': None, 'upper': 0.10606422647833824, 'selected_term': 'Low', 'selected_membership': 0.9078970232701882, 'sample_count': 132, 'mapping_status': None, 'all_memberships': {'Low': 0.9078970232701882, 'Medium': 0.0921029767298119, 'High': 0.0}}, 'v_g': {'lower': 0.0003500251332297921, 'upper': None, 'selected_term': 'Low', 'selected_membership': 0.719084846504932, 'sample_count': 132, 'mapping_status': None, 'all_memberships': {'Low': 0.719084846504932, 'Medium': 0.27007284013284694, 'High': 0.010842313362221051}}, 'b': {'lower': None, 'upper': 0.02035187091678381, 'selected_term': 'Low', 'selected_membership': 0.999960225647605, 'sample_count': 132, 'mapping_status': None, 'all_memberships': {'Low': 0.999960225647605, 'Medium': 3.9774352394923527e-05, 'High': 0.0}}, 'lOBlank': {'lower': 0.06801361590623856, 'upper': 0.06821781769394875, 'selected_term': 'Medium', 'selected_membership': 0.9996782398280777, 'sample_count': 132, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.9996782398280777, 'High': 0.0003217601719219388}}}","[{'output_term': 'Medium', 'defect_probability': 0.40872847763469333, 'samples': 132, 'weighted_samples': 129.37437237281736, 'depth': 6}]",1,18,IF (b IS Low) AND (lOBlank IS Medium) AND (loc IS Low) AND (v_g IS Low) THEN (Risk IS Medium) WEIGHT 0.0552,0.055244997057091946,0.09343422601530232,0.5912715223653067,b IS Low AND lOBlank IS Medium AND loc IS Low AND v_g IS Low
"{'b': 'High', 'ev_g': 'High', 'i': 'High', 'loc': 'High', 'v_g': 'High'}",Medium,0.5993170545222455,123,125.77764587399241,7,123,0.9066760659476234,0.5672098900825928,"{'loc': {'lower': 0.2502959072589874, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 123, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}, 'v_g': {'lower': 0.21172580122947693, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 123, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}, 'ev_g': {'lower': 0.061987048014998436, 'upper': None, 'selected_term': 'High', 'selected_membership': 0.9661704396555246, 'sample_count': 123, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.033829560344475325, 'High': 0.9661704396555246}}, 'i': {'lower': None, 'upper': 0.2728484719991684, 'selected_term': 'High', 'selected_membership': 0.5672098900825928, 'sample_count': 123, 'mapping_status': None, 'all_memberships': {'Low': 0.027121765037554774, 'Medium': 0.4056683448798523, 'High': 0.5672098900825928}}, 'b': {'lower': 0.15277396887540817, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 123, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}}","[{'output_term': 'Medium', 'defect_probability': 0.5993170545222455, 'samples': 123, 'weighted_samples': 125.77764587399241, 'depth': 7}]",1,19,IF (b IS High) AND (ev_g IS High) AND (i IS High) AND (loc IS High) AND (v_g IS High) THEN (Risk IS Medium) WEIGHT 0.0544,0.054439964685108366,0.09083666862860426,0.5993170545222455,b IS High AND ev_g IS High AND i IS High AND loc IS High AND v_g IS High
"{'i': 'High', 'lOBlank': 'High', 'loc': 'Medium'}",Medium,0.491983859184179,126,125.77581216082812,7,126,0.6409525675059223,0.5190924600157387,"{'loc': {'lower': 0.10886405408382416, 'upper': 0.2502959072589874, 'selected_term': 'Medium', 'selected_membership': 0.5190924600157387, 'sample_count': 126, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.5190924600157387, 'High': 0.4809075399842612}}, 'i': {'lower': 0.13496214896440506, 'upper': None, 'selected_term': 'High', 'selected_membership': 0.5339271627860351, 'sample_count': 126, 'mapping_status': None, 'all_memberships': {'Low': 0.003719717958173439, 'Medium': 0.4623531192557915, 'High': 0.5339271627860351}}, 'lOBlank': {'lower': 0.1816793754696846, 'upper': 0.18186065554618835, 'selected_term': 'High', 'selected_membership': 0.8698380797159934, 'sample_count': 126, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.13016192028400647, 'High': 0.8698380797159934}}}","[{'output_term': 'Medium', 'defect_probability': 0.491983859184179, 'samples': 126, 'weighted_samples': 125.77581216082812, 'depth': 7}]",1,20,IF (i IS High) AND (lOBlank IS High) AND (loc IS Medium) THEN (Risk IS Medium) WEIGHT 0.0500,0.05,0.09083534432018756,0.508016140815821,i IS High AND lOBlank IS High AND loc IS Medium
"{'ev_g': 'Low', 'loc': 'High'}",High,1.0,85,95.63221643649516,4,85,0.7770884127317887,0.5541768254635776,"{'loc': {'lower': 0.2502959072589874, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 85, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}, 'ev_g': {'lower': 0.0005220413440838456, 'upper': 0.061987048014998436, 'selected_term': 'Low', 'selected_membership': 0.5541768254635776, 'sample_count': 85, 'mapping_status': None, 'all_memberships': {'Low': 0.5541768254635776, 'Medium': 0.4049243986323876, 'High': 0.040898775904034707}}}","[{'output_term': 'High', 'defect_probability': 1.0, 'samples': 85, 'weighted_samples': 95.63221643649516, 'depth': 4}]",1,21,IF (ev_g IS Low) AND (loc IS High) THEN (Risk IS High) WEIGHT 0.0691,0.06906562683931664,0.06906562683931664,1.0,ev_g IS Low AND loc IS High
"{'ev_g': 'Low', 'i': 'High', 'loc': 'High', 'v_g': 'Medium'}",High,0.9173229636076908,79,87.08059322181896,7,79,0.8607296524874,0.44291860994959986,"{'loc': {'lower': 0.2502959072589874, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 79, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}, 'v_g': {'lower': 0.0013332371599972248, 'upper': None, 'selected_term': 'Medium', 'selected_membership': 0.44291860994959986, 'sample_count': 79, 'mapping_status': None, 'all_memberships': {'Low': 0.24214846144791435, 'Medium': 0.44291860994959986, 'High': 0.31493292860248573}}, 'ev_g': {'lower': None, 'upper': 0.0005220413440838456, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 79, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'i': {'lower': 0.5540318787097931, 'upper': 0.826639711856842, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 79, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}}","[{'output_term': 'High', 'defect_probability': 0.9173229636076909, 'samples': 79, 'weighted_samples': 87.08059322181896, 'depth': 7}]",1,22,IF (ev_g IS Low) AND (i IS High) AND (loc IS High) AND (v_g IS Medium) THEN (Risk IS High) WEIGHT 0.0577,0.05769011183048799,0.06288964096527314,0.9173229636076908,ev_g IS Low AND i IS High AND loc IS High AND v_g IS Medium
"{'b': 'Low', 'i': 'Low', 'lOBlank': 'Medium', 'loc': 'Low'}",Low,0.056186977889477956,88,80.09577603308536,6,88,0.8384463695207347,0.5287633637789328,"{'loc': {'lower': None, 'upper': 0.10606422647833824, 'selected_term': 'Low', 'selected_membership': 0.913752732765466, 'sample_count': 88, 'mapping_status': None, 'all_memberships': {'Low': 0.913752732765466, 'Medium': 0.08624726723453392, 'High': 0.0}}, 'i': {'lower': None, 'upper': 0.0688408613204956, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 88, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'b': {'lower': 0.006857630796730518, 'upper': None, 'selected_term': 'Low', 'selected_membership': 0.9112693815385398, 'sample_count': 88, 'mapping_status': None, 'all_memberships': {'Low': 0.9112693815385398, 'Medium': 0.06869458162259717, 'High': 0.02003603683886316}}, 'lOBlank': {'lower': 0.04521171934902668, 'upper': 0.045515356585383415, 'selected_term': 'Medium', 'selected_membership': 0.5287633637789328, 'sample_count': 88, 'mapping_status': None, 'all_memberships': {'Low': 0.4712366362210672, 'Medium': 0.5287633637789328, 'High': 0.0}}}","[{'output_term': 'Low', 'defect_probability': 0.056186977889477956, 'samples': 88, 'weighted_samples': 80.09577603308536, 'depth': 6}]",1,23,IF (b IS Low) AND (i IS Low) AND (lOBlank IS Medium) AND (loc IS Low) THEN (Risk IS Low) WEIGHT 0.0546,0.05459505591524384,0.05784520306062345,0.9438130221105221,b IS Low AND i IS Low AND lOBlank IS Medium AND loc IS Low
"{'ev_g': 'Low', 'i': 'High', 'loc': 'High', 'v_g': 'High'}",High,0.6790419496380757,70,72.90232303543549,7,70,0.8714504221348667,0.4858016885394667,"{'loc': {'lower': 0.2502959072589874, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 70, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}, 'v_g': {'lower': 0.0013332371599972248, 'upper': None, 'selected_term': 'High', 'selected_membership': 0.4858016885394667, 'sample_count': 70, 'mapping_status': None, 'all_memberships': {'Low': 0.2017621144113297, 'Medium': 0.3124361970492036, 'High': 0.4858016885394667}}, 'ev_g': {'lower': None, 'upper': 0.0005220413440838456, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 70, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'i': {'lower': 0.826639711856842, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 70, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}}","[{'output_term': 'High', 'defect_probability': 0.6790419496380757, 'samples': 70, 'weighted_samples': 72.90232303543549, 'depth': 7}]",1,24,IF (ev_g IS Low) AND (i IS High) AND (loc IS High) AND (v_g IS High) THEN (Risk IS High) WEIGHT 0.0500,0.05,0.052650088287227344,0.6790419496380757,ev_g IS Low AND i IS High AND loc IS High AND v_g IS High
"{'b': 'Medium', 'lOBlank': 'Low', 'loc': 'Medium'}",Medium,0.3943542074923014,73,71.32451473050716,6,73,0.7340477531049582,0.579233688396414,"{'loc': {'lower': None, 'upper': 0.10606422647833824, 'selected_term': 'Medium', 'selected_membership': 0.6795627884662028, 'sample_count': 73, 'mapping_status': None, 'all_memberships': {'Low': 0.2980563907470876, 'Medium': 0.6795627884662028, 'High': 0.02238082078670954}}, 'b': {'lower': 0.05852450616657734, 'upper': None, 'selected_term': 'Medium', 'selected_membership': 0.579233688396414, 'sample_count': 73, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.579233688396414, 'High': 0.4207663116035861}}, 'lOBlank': {'lower': 0.022255269810557365, 'upper': 0.022829988971352577, 'selected_term': 'Low', 'selected_membership': 0.9433467824522576, 'sample_count': 73, 'mapping_status': None, 'all_memberships': {'Low': 0.9433467824522576, 'Medium': 0.05665321754774234, 'High': 0.0}}}","[{'output_term': 'Medium', 'defect_probability': 0.3943542074923014, 'samples': 73, 'weighted_samples': 71.32451473050716, 'depth': 6}]",1,25,IF (b IS Medium) AND (lOBlank IS Low) AND (loc IS Medium) THEN (Risk IS Medium) WEIGHT 0.0500,0.05,0.05151059446733332,0.6056457925076986,b IS Medium AND lOBlank IS Low AND loc IS Medium
"{'b': 'Low', 'lOBlank': 'Low', 'loc': 'Low', 'v_g': 'Low'}",High,0.7931257357142633,61,65.25309044350303,7,61,0.9187268455727919,0.7031405819849463,"{'loc': {'lower': 0.03602169267833233, 'upper': 0.06402263045310974, 'selected_term': 'Low', 'selected_membership': 0.7031405819849463, 'sample_count': 61, 'mapping_status': None, 'all_memberships': {'Low': 0.7031405819849463, 'Medium': 0.2968594180150537, 'High': 0.0}}, 'v_g': {'lower': None, 'upper': 0.03654571250081062, 'selected_term': 'Low', 'selected_membership': 0.98043505217145, 'sample_count': 61, 'mapping_status': None, 'all_memberships': {'Low': 0.98043505217145, 'Medium': 0.019564947828550106, 'High': 0.0}}, 'b': {'lower': None, 'upper': 0.003442299785092473, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 61, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'lOBlank': {'lower': None, 'upper': 0.045515356585383415, 'selected_term': 'Low', 'selected_membership': 0.9913317481347715, 'sample_count': 61, 'mapping_status': None, 'all_memberships': {'Low': 0.9913317481347715, 'Medium': 0.008668251865228408, 'High': 0.0}}}","[{'output_term': 'High', 'defect_probability': 0.7931257357142633, 'samples': 61, 'weighted_samples': 65.25309044350303, 'depth': 7}]",1,26,IF (b IS Low) AND (lOBlank IS Low) AND (loc IS Low) AND (v_g IS Low) THEN (Risk IS High) WEIGHT 0.0500,0.05,0.0471258092995876,0.7931257357142633,b IS Low AND lOBlank IS Low AND loc IS Low AND v_g IS Low
"{'i': 'Medium', 'lOBlank': 'High', 'loc': 'High'}",Medium,0.3310405320981656,67,64.57400533498986,6,67,0.669565141848727,0.5222205251729264,"{'loc': {'lower': 0.10886405408382416, 'upper': 0.2502959072589874, 'selected_term': 'High', 'selected_membership': 0.5222205251729264, 'sample_count': 67, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.4777794748270736, 'High': 0.5222205251729264}}, 'i': {'lower': None, 'upper': 0.13496214896440506, 'selected_term': 'Medium', 'selected_membership': 0.5233864897075252, 'sample_count': 67, 'mapping_status': None, 'all_memberships': {'Low': 0.47661351029247473, 'Medium': 0.5233864897075252, 'High': 0.0}}, 'lOBlank': {'lower': 0.1816793754696846, 'upper': None, 'selected_term': 'High', 'selected_membership': 0.9630884106657296, 'sample_count': 67, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.03691158933427048, 'High': 0.9630884106657296}}}","[{'output_term': 'Medium', 'defect_probability': 0.3310405320981656, 'samples': 67, 'weighted_samples': 64.57400533498986, 'depth': 6}]",1,27,IF (i IS Medium) AND (lOBlank IS High) AND (loc IS High) THEN (Risk IS Medium) WEIGHT 0.0500,0.05,0.046635373749263916,0.6689594679018345,i IS Medium AND lOBlank IS High AND loc IS High
"{'lOBlank': 'High', 'loc': 'High'}",High,1.0,57,64.12983925741443,5,57,0.6647605932314113,0.5434365060733184,"{'loc': {'lower': 0.10886405408382416, 'upper': 0.2502959072589874, 'selected_term': 'High', 'selected_membership': 0.5434365060733184, 'sample_count': 57, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.45656349392668166, 'High': 0.5434365060733184}}, 'lOBlank': {'lower': 0.15910391509532928, 'upper': 0.1816793754696846, 'selected_term': 'High', 'selected_membership': 0.7860846803895044, 'sample_count': 57, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.2139153196104956, 'High': 0.7860846803895044}}}","[{'output_term': 'High', 'defect_probability': 1.0, 'samples': 57, 'weighted_samples': 64.12983925741443, 'depth': 5}]",1,28,IF (lOBlank IS High) AND (loc IS High) THEN (Risk IS High) WEIGHT 0.0500,0.05,0.046314596821659414,1.0,lOBlank IS High AND loc IS High
"{'b': 'Low', 'lOBlank': 'Medium', 'loc': 'Low', 'v_g': 'Low'}",Low,0.15874829755962583,61,56.69779980249825,6,61,0.9951284044616937,0.9808353780186966,"{'loc': {'lower': None, 'upper': 0.10606422647833824, 'selected_term': 'Low', 'selected_membership': 0.9808353780186966, 'sample_count': 61, 'mapping_status': None, 'all_memberships': {'Low': 0.9808353780186966, 'Medium': 0.019164621981303552, 'High': 0.0}}, 'v_g': {'lower': None, 'upper': 0.0003500251332297921, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 61, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'b': {'lower': None, 'upper': 0.02035187091678381, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 61, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'lOBlank': {'lower': 0.06801361590623856, 'upper': 0.06821781769394875, 'selected_term': 'Medium', 'selected_membership': 0.999678239828078, 'sample_count': 61, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.999678239828078, 'High': 0.00032176017192193885}}}","[{'output_term': 'Low', 'defect_probability': 0.15874829755962583, 'samples': 61, 'weighted_samples': 56.69779980249825, 'depth': 6}]",1,29,IF (b IS Low) AND (lOBlank IS Medium) AND (loc IS Low) AND (v_g IS Low) THEN (Risk IS Low) WEIGHT 0.0500,0.05,0.040947174808710705,0.8412517024403742,b IS Low AND lOBlank IS Medium AND loc IS Low AND v_g IS Low
