feature,importance,importance_percent
lOBlank,0.44711602915980125,44.71160291598012
loc,0.3612819401661672,36.128194016616725
b,0.07140291108900579,7.140291108900579
i,0.04976040582393692,4.976040582393692
v(g),0.0395977752865665,3.9597775286566503
ev(g),0.015228749203790628,1.5228749203790628
locCodeAndComment,0.009565150821624386,0.9565150821624386
branchCount,0.006047038449107487,0.6047038449107487
